Domain,Area,Element,Item,Year,Value
"Forestry Production and Trade","Netherlands","Import Quantity","Wrapping and packaging paper and paperboard","2016","1446100"
"Forestry Production and Trade","Netherlands","Export Quantity","Wrapping and packaging paper and paperboard","2016","1309700"
"Forestry Production and Trade","Netherlands","Production","Case materials","2016","979000"
"Forestry Production and Trade","Netherlands","Import Quantity","Case materials","2016","732500"
"Forestry Production and Trade","Netherlands","Export Quantity","Case materials","2016","915900"
"Forestry Production and Trade","Netherlands","Production","Cartonboard","2016","134000"
"Forestry Production and Trade","Netherlands","Import Quantity","Cartonboard","2016","409300"
"Forestry Production and Trade","Netherlands","Export Quantity","Cartonboard","2016","262300"
"Forestry Production and Trade","Netherlands","Production","Wrapping papers","2016","59000"
"Forestry Production and Trade","Netherlands","Import Quantity","Wrapping papers","2016","192900"
"Forestry Production and Trade","Netherlands","Export Quantity","Wrapping papers","2016","107700"
"Forestry Production and Trade","Netherlands","Production","Other papers mainly for packaging","2016","662000"
"Forestry Production and Trade","Netherlands","Import Quantity","Other papers mainly for packaging","2016","111400"
"Forestry Production and Trade","Netherlands","Export Quantity","Other papers mainly for packaging","2016","23800"
"Forestry Production and Trade","Netherlands","Production","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","23600"
"Forestry Production and Trade","Netherlands","Export Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","19044"
"Forestry Production and Trade","New Caledonia","Production","Wood fuel, coniferous (production)","2016","0"
"Forestry Production and Trade","New Caledonia","Production","Wood fuel, non-coniferous (production)","2016","12600"
"Forestry Production and Trade","New Caledonia","Import Quantity","Wood fuel, all species (export/import)","2016","1"
"Forestry Production and Trade","New Caledonia","Import Quantity","Industrial roundwood, coniferous (export/import)","2016","176"
"Forestry Production and Trade","New Caledonia","Export Quantity","Industrial roundwood, coniferous (export/import)","2016","674"
"Forestry Production and Trade","New Caledonia","Import Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","56"
"Forestry Production and Trade","New Caledonia","Export Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","3"
"Forestry Production and Trade","New Caledonia","Import Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","552"
"Forestry Production and Trade","New Caledonia","Export Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","19"
"Forestry Production and Trade","New Caledonia","Production","Sawlogs and veneer logs, coniferous","2016","9750"
"Forestry Production and Trade","New Caledonia","Production","Sawlogs and veneer logs, non-coniferous","2016","2950"
"Forestry Production and Trade","New Caledonia","Production","Other industrial roundwood, non-coniferous (production)","2016","2000"
"Forestry Production and Trade","New Caledonia","Production","Wood charcoal","2016","610"
"Forestry Production and Trade","New Caledonia","Import Quantity","Wood charcoal","2016","30"
"Forestry Production and Trade","New Caledonia","Export Quantity","Wood charcoal","2016","1"
"Forestry Production and Trade","New Caledonia","Import Quantity","Wood chips and particles","2016","2"
"Forestry Production and Trade","New Caledonia","Import Quantity","Wood residues","2016","3"
"Forestry Production and Trade","New Caledonia","Export Quantity","Wood residues","2016","43"
"Forestry Production and Trade","New Caledonia","Production","Sawnwood, coniferous","2016","0"
"Forestry Production and Trade","New Caledonia","Import Quantity","Sawnwood, coniferous","2016","10225"
"Forestry Production and Trade","New Caledonia","Export Quantity","Sawnwood, coniferous","2016","367"
"Forestry Production and Trade","New Caledonia","Production","Sawnwood, non-coniferous all","2016","3300"
"Forestry Production and Trade","New Caledonia","Import Quantity","Sawnwood, non-coniferous all","2016","278"
"Forestry Production and Trade","New Caledonia","Export Quantity","Sawnwood, non-coniferous all","2016","45"
"Forestry Production and Trade","New Caledonia","Import Quantity","Veneer sheets","2016","7"
"Forestry Production and Trade","New Caledonia","Export Quantity","Veneer sheets","2016","84"
"Forestry Production and Trade","New Caledonia","Import Quantity","Plywood","2016","2327"
"Forestry Production and Trade","New Caledonia","Export Quantity","Plywood","2016","20"
"Forestry Production and Trade","New Caledonia","Import Quantity","Particle board","2016","107"
"Forestry Production and Trade","New Caledonia","Export Quantity","Particle board","2016","1"
"Forestry Production and Trade","New Caledonia","Import Quantity","OSB","2016","359"
"Forestry Production and Trade","New Caledonia","Export Quantity","OSB","2016","1"
"Forestry Production and Trade","New Caledonia","Import Quantity","Hardboard","2016","312"
"Forestry Production and Trade","New Caledonia","Export Quantity","Hardboard","2016","0"
"Forestry Production and Trade","New Caledonia","Import Quantity","MDF/HDF","2016","656"
"Forestry Production and Trade","New Caledonia","Export Quantity","MDF/HDF","2016","24"
"Forestry Production and Trade","New Caledonia","Import Quantity","Other fibreboard","2016","22"
"Forestry Production and Trade","New Caledonia","Export Quantity","Other fibreboard","2016","86"
"Forestry Production and Trade","New Caledonia","Import Quantity","Mechanical wood pulp","2016","74"
"Forestry Production and Trade","New Caledonia","Export Quantity","Semi-chemical wood pulp","2016","1"
"Forestry Production and Trade","New Caledonia","Import Quantity","Chemical wood pulp","2016","2141"
"Forestry Production and Trade","New Caledonia","Import Quantity","Chemical wood pulp, sulphate, unbleached","2016","0"
"Forestry Production and Trade","New Caledonia","Import Quantity","Chemical wood pulp, sulphate, bleached","2016","2000"
"Forestry Production and Trade","New Caledonia","Import Quantity","Chemical wood pulp, sulphite, bleached","2016","141"
"Forestry Production and Trade","New Caledonia","Import Quantity","Dissolving wood pulp","2016","8"
"Forestry Production and Trade","New Caledonia","Export Quantity","Dissolving wood pulp","2016","0"
"Forestry Production and Trade","New Caledonia","Import Quantity","Pulp from fibres other than wood","2016","3"
"Forestry Production and Trade","New Caledonia","Import Quantity","Recovered paper","2016","2"
"Forestry Production and Trade","New Caledonia","Export Quantity","Recovered paper","2016","2281"
"Forestry Production and Trade","New Caledonia","Import Quantity","Newsprint","2016","24"
"Forestry Production and Trade","New Caledonia","Export Quantity","Newsprint","2016","4084"
"Forestry Production and Trade","New Caledonia","Import Quantity","Printing and writing papers","2016","3190"
"Forestry Production and Trade","New Caledonia","Export Quantity","Printing and writing papers","2016","20"
"Forestry Production and Trade","New Caledonia","Import Quantity","Printing and writing papers, uncoated, mechanical","2016","87"
"Forestry Production and Trade","New Caledonia","Export Quantity","Printing and writing papers, uncoated, mechanical","2016","3"
"Forestry Production and Trade","New Caledonia","Import Quantity","Printing and writing papers, uncoated, wood free","2016","1546"
"Forestry Production and Trade","New Caledonia","Export Quantity","Printing and writing papers, uncoated, wood free","2016","16"
"Forestry Production and Trade","New Caledonia","Import Quantity","Printing and writing papers, coated","2016","1557"
"Forestry Production and Trade","New Caledonia","Export Quantity","Printing and writing papers, coated","2016","1"
"Forestry Production and Trade","New Caledonia","Import Quantity","Other paper and paperboard","2016","4296"
"Forestry Production and Trade","New Caledonia","Export Quantity","Other paper and paperboard","2016","88"
"Forestry Production and Trade","New Caledonia","Import Quantity","Household and sanitary papers","2016","2162"
"Forestry Production and Trade","New Caledonia","Export Quantity","Household and sanitary papers","2016","5"
"Forestry Production and Trade","New Caledonia","Import Quantity","Wrapping and packaging paper and paperboard","2016","1114"
"Forestry Production and Trade","New Caledonia","Export Quantity","Wrapping and packaging paper and paperboard","2016","82"
"Forestry Production and Trade","New Caledonia","Import Quantity","Case materials","2016","2"
"Forestry Production and Trade","New Caledonia","Export Quantity","Case materials","2016","23"
"Forestry Production and Trade","New Caledonia","Import Quantity","Cartonboard","2016","925"
"Forestry Production and Trade","New Caledonia","Export Quantity","Cartonboard","2016","50"
"Forestry Production and Trade","New Caledonia","Import Quantity","Wrapping papers","2016","186"
"Forestry Production and Trade","New Caledonia","Export Quantity","Wrapping papers","2016","3"
"Forestry Production and Trade","New Caledonia","Import Quantity","Other papers mainly for packaging","2016","1"
"Forestry Production and Trade","New Caledonia","Export Quantity","Other papers mainly for packaging","2016","6"
"Forestry Production and Trade","New Caledonia","Import Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","1020"
"Forestry Production and Trade","New Caledonia","Export Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","1"
"Forestry Production and Trade","Nicaragua","Production","Wood fuel, coniferous (production)","2016","679644"
"Forestry Production and Trade","Nicaragua","Production","Wood fuel, non-coniferous (production)","2016","5493163"
"Forestry Production and Trade","Nicaragua","Import Quantity","Wood fuel, all species (export/import)","2016","5"
"Forestry Production and Trade","Nicaragua","Export Quantity","Wood fuel, all species (export/import)","2016","20"
"Forestry Production and Trade","Nicaragua","Import Quantity","Industrial roundwood, coniferous (export/import)","2016","27"
"Forestry Production and Trade","Nicaragua","Export Quantity","Industrial roundwood, coniferous (export/import)","2016","584"
"Forestry Production and Trade","Nicaragua","Import Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","56"
"Forestry Production and Trade","Nicaragua","Export Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","2958"
